,fid,id,Planeamien,PATRICOVA.,PATRICOV_1,Planeami_1,PATFOR. De,Planeami_2,Plan Gener,Catálogo,Catálogo.,Catálog_1,Clasificac,Zonificaci,Dotaciones,Afecciones,Afeccion_1,Infraestru,Red Natura,Infraest_1,Vías pecu,DIC_TIPO,DIC_TIPO_2,DIC_DES,DIC_DES_2,Normativa,Normativ_1,Normativ_2
1929,1930,03055A01300090,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SNU-P.Suelo No Urbano Protegido,No Aplica,"PCV. Comunicaciones, red viaria tránsito- Primaria",No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo No Urbanizable Protección Especial Sistemas Generales e Infraestructuras,"Régimen del suelo no urbanizable
· Usos: agrícola, forestal, ganadero, cinegético y, recursos naturales (Art. 2 del régimen general del suelo no urbanizable)
· No urbanizable común: utilización y explotación agrícolas, ganaderas, forestal cineg",No Aplica
1931,1932,03055A01300091,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SNU-P.Suelo No Urbano Protegido,No Aplica,"PCV. Comunicaciones, red viaria tránsito- Primaria",No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo No Urbanizable Protección Especial Sistemas Generales e Infraestructuras,"Régimen del suelo no urbanizable
· Usos: agrícola, forestal, ganadero, cinegético y, recursos naturales (Art. 2 del régimen general del suelo no urbanizable)
· No urbanizable común: utilización y explotación agrícolas, ganaderas, forestal cineg",No Aplica
1933,1934,03055A01300092,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SNU-P.Suelo No Urbano Protegido,ZRP-CR. Zona rural protegida carreteras (dominio público),No Aplica,Aplica,AF-CR. Carreteras,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo No Urbanizable Protección Especial Sistemas Generales e Infraestructuras,"Régimen del suelo no urbanizable
· Usos: agrícola, forestal, ganadero, cinegético y, recursos naturales (Art. 2 del régimen general del suelo no urbanizable)
· No urbanizable común: utilización y explotación agrícolas, ganaderas, forestal cineg",No Aplica
1934,1935,03055A01300093,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SNU-P.Suelo No Urbano Protegido,ZRP-CR. Zona rural protegida carreteras (dominio público),No Aplica,Aplica,AF-CR. Carreteras,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo No Urbanizable Protección Especial Sistemas Generales e Infraestructuras,"Régimen del suelo no urbanizable
· Usos: agrícola, forestal, ganadero, cinegético y, recursos naturales (Art. 2 del régimen general del suelo no urbanizable)
· No urbanizable común: utilización y explotación agrícolas, ganaderas, forestal cineg",No Aplica
1935,1936,03055A01300094,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SNU-P.Suelo No Urbano Protegido,ZRP-CR. Zona rural protegida carreteras (dominio público),No Aplica,Aplica,AF-CR. Carreteras,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo No Urbanizable Protección Especial Sistemas Generales e Infraestructuras,"Régimen del suelo no urbanizable
· Usos: agrícola, forestal, ganadero, cinegético y, recursos naturales (Art. 2 del régimen general del suelo no urbanizable)
· No urbanizable común: utilización y explotación agrícolas, ganaderas, forestal cineg",No Aplica
1936,1937,03055A01300095,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SNU-P.Suelo No Urbano Protegido,No Aplica,"PCV. Comunicaciones, red viaria tránsito- Primaria",No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo No Urbanizable Protección Especial Sistemas Generales e Infraestructuras,"Régimen del suelo no urbanizable
· Usos: agrícola, forestal, ganadero, cinegético y, recursos naturales (Art. 2 del régimen general del suelo no urbanizable)
· No urbanizable común: utilización y explotación agrícolas, ganaderas, forestal cineg",No Aplica
1938,1939,03055A01300096,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SNU-P.Suelo No Urbano Protegido,No Aplica,"PCV. Comunicaciones, red viaria tránsito- Primaria",No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo No Urbanizable Protección Especial Sistemas Generales e Infraestructuras,"Régimen del suelo no urbanizable
· Usos: agrícola, forestal, ganadero, cinegético y, recursos naturales (Art. 2 del régimen general del suelo no urbanizable)
· No urbanizable común: utilización y explotación agrícolas, ganaderas, forestal cineg",No Aplica
1940,1941,03055A01300097,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SNU-P.Suelo No Urbano Protegido,No Aplica,"PCV. Comunicaciones, red viaria tránsito- Primaria",No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo No Urbanizable Protección Especial Sistemas Generales e Infraestructuras,"Régimen del suelo no urbanizable
· Usos: agrícola, forestal, ganadero, cinegético y, recursos naturales (Art. 2 del régimen general del suelo no urbanizable)
· No urbanizable común: utilización y explotación agrícolas, ganaderas, forestal cineg",No Aplica
1942,1943,03055A01300098,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SNU-P.Suelo No Urbano Protegido,ZRP-CR. Zona rural protegida carreteras (dominio público),No Aplica,Aplica,AF-CR. Carreteras,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo No Urbanizable Protección Especial Sistemas Generales e Infraestructuras,"Régimen del suelo no urbanizable
· Usos: agrícola, forestal, ganadero, cinegético y, recursos naturales (Art. 2 del régimen general del suelo no urbanizable)
· No urbanizable común: utilización y explotación agrícolas, ganaderas, forestal cineg",No Aplica
1944,1945,03055A01300099,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SNU-P.Suelo No Urbano Protegido,ZRP-CR. Zona rural protegida carreteras (dominio público),No Aplica,Aplica,AF-CR. Carreteras,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo No Urbanizable Protección Especial Sistemas Generales e Infraestructuras,"Régimen del suelo no urbanizable
· Usos: agrícola, forestal, ganadero, cinegético y, recursos naturales (Art. 2 del régimen general del suelo no urbanizable)
· No urbanizable común: utilización y explotación agrícolas, ganaderas, forestal cineg",No Aplica
1946,1947,03055A01300100,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SNU-C. Suelo No Urbano Común,ZRC-FO. Zona rural común forestal,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo No Urbanizable Común,"Régimen del suelo no urbanizable
· Usos: agrícola, forestal, ganadero, cinegético y, recursos naturales (Art. 2 del régimen general del suelo no urbanizable)
· No urbanizable común: utilización y explotación agrícolas, ganaderas, forestal cineg",No Aplica
1947,1948,03055A01300101,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SNU-C. Suelo No Urbano Común,ZRC-FO. Zona rural común forestal,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo No Urbanizable Común,"Régimen del suelo no urbanizable
· Usos: agrícola, forestal, ganadero, cinegético y, recursos naturales (Art. 2 del régimen general del suelo no urbanizable)
· No urbanizable común: utilización y explotación agrícolas, ganaderas, forestal cineg",No Aplica
1948,1949,03055A01300102,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SNU-C. Suelo No Urbano Común,ZRC-FO. Zona rural común forestal,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo No Urbanizable Común,"Régimen del suelo no urbanizable
· Usos: agrícola, forestal, ganadero, cinegético y, recursos naturales (Art. 2 del régimen general del suelo no urbanizable)
· No urbanizable común: utilización y explotación agrícolas, ganaderas, forestal cineg",No Aplica
1949,1950,03055A01300103,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SNU-C. Suelo No Urbano Común,ZRC-FO. Zona rural común forestal,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo No Urbanizable Común,"Régimen del suelo no urbanizable
· Usos: agrícola, forestal, ganadero, cinegético y, recursos naturales (Art. 2 del régimen general del suelo no urbanizable)
· No urbanizable común: utilización y explotación agrícolas, ganaderas, forestal cineg",No Aplica
1950,1951,03055A01300104,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SNU-C. Suelo No Urbano Común,ZRC-FO. Zona rural común forestal,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo No Urbanizable Común,"Régimen del suelo no urbanizable
· Usos: agrícola, forestal, ganadero, cinegético y, recursos naturales (Art. 2 del régimen general del suelo no urbanizable)
· No urbanizable común: utilización y explotación agrícolas, ganaderas, forestal cineg",No Aplica
1951,1952,03055A01300105,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SNU-C. Suelo No Urbano Común,ZRC-FO. Zona rural común forestal,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo No Urbanizable Común,"Régimen del suelo no urbanizable
· Usos: agrícola, forestal, ganadero, cinegético y, recursos naturales (Art. 2 del régimen general del suelo no urbanizable)
· No urbanizable común: utilización y explotación agrícolas, ganaderas, forestal cineg",No Aplica
1952,1953,03055A01300106,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SNU-C. Suelo No Urbano Común,ZRC-FO. Zona rural común forestal,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo No Urbanizable Común,"Régimen del suelo no urbanizable
· Usos: agrícola, forestal, ganadero, cinegético y, recursos naturales (Art. 2 del régimen general del suelo no urbanizable)
· No urbanizable común: utilización y explotación agrícolas, ganaderas, forestal cineg",No Aplica
1953,1954,03055A01300107,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SNU-C. Suelo No Urbano Común,ZRC-FO. Zona rural común forestal,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo No Urbanizable Común,"Régimen del suelo no urbanizable
· Usos: agrícola, forestal, ganadero, cinegético y, recursos naturales (Art. 2 del régimen general del suelo no urbanizable)
· No urbanizable común: utilización y explotación agrícolas, ganaderas, forestal cineg",No Aplica
1954,1955,03055A01300108,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SNU-C. Suelo No Urbano Común,ZRC-FO. Zona rural común forestal,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo No Urbanizable Común,"Régimen del suelo no urbanizable
· Usos: agrícola, forestal, ganadero, cinegético y, recursos naturales (Art. 2 del régimen general del suelo no urbanizable)
· No urbanizable común: utilización y explotación agrícolas, ganaderas, forestal cineg",No Aplica
1955,1956,03055A01300109,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SNU-C. Suelo No Urbano Común,ZRC-FO. Zona rural común forestal,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo No Urbanizable Común,"Régimen del suelo no urbanizable
· Usos: agrícola, forestal, ganadero, cinegético y, recursos naturales (Art. 2 del régimen general del suelo no urbanizable)
· No urbanizable común: utilización y explotación agrícolas, ganaderas, forestal cineg",No Aplica
1956,1957,03055A01300110,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SNU-P.Suelo No Urbano Protegido,No Aplica,"PCV. Comunicaciones, red viaria tránsito- Primaria",No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo No Urbanizable Protección Especial Sistemas Generales e Infraestructuras,"Régimen del suelo no urbanizable
· Usos: agrícola, forestal, ganadero, cinegético y, recursos naturales (Art. 2 del régimen general del suelo no urbanizable)
· No urbanizable común: utilización y explotación agrícolas, ganaderas, forestal cineg",No Aplica
1959,1960,03055A01300111,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SNU-P.Suelo No Urbano Protegido,ZRP-CR. Zona rural protegida carreteras (dominio público),No Aplica,Aplica,AF-CR. Carreteras,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo No Urbanizable Protección Especial Sistemas Generales e Infraestructuras,"Régimen del suelo no urbanizable
· Usos: agrícola, forestal, ganadero, cinegético y, recursos naturales (Art. 2 del régimen general del suelo no urbanizable)
· No urbanizable común: utilización y explotación agrícolas, ganaderas, forestal cineg",No Aplica
1961,1962,03055A01300112,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SNU-P.Suelo No Urbano Protegido,ZRP-CR. Zona rural protegida carreteras (dominio público),No Aplica,Aplica,AF-CR. Carreteras,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo No Urbanizable Protección Especial Sistemas Generales e Infraestructuras,"Régimen del suelo no urbanizable
· Usos: agrícola, forestal, ganadero, cinegético y, recursos naturales (Art. 2 del régimen general del suelo no urbanizable)
· No urbanizable común: utilización y explotación agrícolas, ganaderas, forestal cineg",No Aplica
